InvoiceNo;Order
Invoice1953;salt,fresh bread
Invoice1954;milk,green tea
Invoice1955;burgers,tomatoes,spaghetti,milk,barbecue sauce,frozen smoothie,green tea
Invoice1956;chocolate bread,yogurt cake
Invoice1957;whole wheat rice,cake,rice
Invoice1958;shrimp,frozen vegetables,mineral water,meatballs,energy bar,french fries,green tea
Invoice1959;chicken,muffins,honey,yogurt cake
Invoice1960;energy bar,black tea,eggs,chicken,champagne,light mayo
Invoice1961;soup,olive oil,light mayo,zucchini,green tea
Invoice1962;muffins,gluten free bar
Invoice1963;french wine,french fries
Invoice1964;protein bar,tomato juice
Invoice1965;chocolate,french fries,escalope,shampoo
Invoice1966;french fries,energy drink
Invoice1967;tomatoes,spaghetti,olive oil,oil
Invoice1968;mineral water,meatballs,milk
Invoice1969;brownies
Invoice1970;burgers,spaghetti,avocado,green beans
Invoice1971;energy bar,eggs
Invoice1972;muffins,green grapes,hot dogs
Invoice1973;chocolate,almonds,champagne,frozen smoothie
Invoice1974;energy bar,brownies
Invoice1975;turkey,frozen vegetables,avocado,eggs,whole wheat rice,melons,zucchini
Invoice1976;protein bar
Invoice1977;burgers,shrimp,tomatoes,mineral water,soup,pancakes,cooking oil,low fat yogurt
Invoice1978;chocolate,spaghetti,mineral water,chicken,tomato juice
Invoice1979;milk,escalope,shallot,strawberries
Invoice1980;mineral water,milk,oil,chocolate,escalope,hot dogs,yogurt cake
Invoice1981;milk,chocolate
Invoice1982;olive oil
Invoice1983;mineral water,milk,french wine,eggs,chocolate
Invoice1984;mineral water,honey
Invoice1985;shrimp,light cream,rice,cooking oil,chicken,extra dark chocolate,french fries
Invoice1986;grated cheese,spaghetti,mineral water,eggplant,green tea,energy drink,light mayo
Invoice1987;energy bar
Invoice1988;butter,tomato juice,magazines,low fat yogurt
Invoice1989;herb & pepper,mineral water,salmon,whole weat flour,light mayo,salt,shampoo,candy bars
Invoice1990;spaghetti
Invoice1991;mineral water,milk,eggs,chocolate
Invoice1992;turkey,shrimp,frozen vegetables,spaghetti,mineral water,toothpaste
Invoice1993;milk,eggs,cake,french fries
Invoice1994;cookies
Invoice1995;cookies
Invoice1996;spaghetti,milk,olive oil,low fat yogurt
Invoice1997;turkey,burgers,spaghetti,whole wheat rice,light cream,chocolate,light mayo
Invoice1998;cookies
Invoice1999;grated cheese,tomato sauce,spaghetti,fromage blanc,body spray
Invoice2000;pancakes,energy drink
Invoice2001;shrimp,frozen vegetables,frozen smoothie
Invoice2002;cider,eggs,whole wheat rice,french fries
Invoice2003;mineral water,energy bar,chocolate,body spray,low fat yogurt
Invoice2004;mineral water,cake
Invoice2005;mineral water,cake
Invoice2006;tomato juice
Invoice2007;herb & pepper,shrimp,ground beef,mineral water,eggs,cake,green tea,melons
Invoice2008;ham,herb & pepper,ground beef,chocolate,light cream,frozen smoothie,champagne,fresh bread
Invoice2009;herb & pepper,spaghetti,mineral water,eggs
Invoice2010;tomatoes,mineral water,milk
Invoice2011;spaghetti,eggs
Invoice2012;red wine,milk,eggs,chocolate bread,salt,white wine
Invoice2013;eggs,yogurt cake
Invoice2014;mint green tea
Invoice2015;cookies
Invoice2016;grated cheese,eggs,french fries
Invoice2017;grated cheese,energy bar,light cream,cooking oil,escalope
Invoice2018;frozen vegetables,whole wheat pasta,ground beef,mineral water,milk,chicken,eggs,chocolate,french fries
Invoice2019;mineral water,cereals,chocolate,fresh bread
Invoice2020;energy bar,fromage blanc
Invoice2021;tomatoes,eggs,chicken,chocolate bread,low fat yogurt
Invoice2022;tomatoes,ground beef,spaghetti,mineral water,milk
Invoice2023;turkey,burgers,ham,tomatoes,milk,eggs,chocolate,french fries,low fat yogurt
Invoice2024;burgers,tomatoes,chocolate
Invoice2025;cottage cheese
Invoice2026;chocolate
Invoice2027;herb & pepper,ground beef,spaghetti,olive oil
Invoice2028;pancakes,salt,tomato juice
Invoice2029;oil,cooking oil,chocolate,mushroom cream sauce,brownies
Invoice2030;ham,frozen vegetables,tomatoes,spaghetti,chocolate,cake
Invoice2031;fromage blanc,eggs,french fries
Invoice2032;burgers,grated cheese,cider,salmon,cake
Invoice2033;shrimp,soup
Invoice2034;salmon
Invoice2035;burgers,eggs,green tea
Invoice2036;cake,toothpaste
Invoice2037;grated cheese,red wine
Invoice2038;whole wheat pasta,spaghetti,mineral water,olive oil
Invoice2039;mineral water,milk,olive oil,chicken
Invoice2040;fresh tuna,eggs
Invoice2041;yams,fromage blanc,salmon,chocolate,frozen smoothie,light mayo
Invoice2042;yams
Invoice2043;eggs,cookies
Invoice2044;mineral water,meatballs,pancakes
Invoice2045;mineral water
Invoice2046;burgers,grated cheese,whole wheat pasta,spaghetti,mineral water,eggs,whole wheat rice,blueberries,cooking oil,whole weat flour,hand protein bar
Invoice2047;honey,light cream,oil,chicken,green tea,chocolate,hot dogs
Invoice2048;eggs,chocolate
Invoice2049;chocolate
Invoice2050;spaghetti,french fries,escalope,green tea
Invoice2051;turkey,eggs,fresh bread
Invoice2052;turkey,eggs,bug spray,cookies,low fat yogurt
Invoice2053;turkey,chocolate,eggs,gums,champagne,green tea
Invoice2054;eggs,cake,french fries
Invoice2055;burgers,green tea,chocolate
Invoice2056;whole wheat rice,chocolate,escalope
Invoice2057;butter,cooking oil,chocolate,french fries
Invoice2058;tomatoes,milk
Invoice2059;mineral water,green tea
Invoice2060;fromage blanc
Invoice2061;red wine,ground beef,spaghetti,mineral water,eggs,soda,cooking oil,zucchini
Invoice2062;herb & pepper,ground beef,tomato sauce,soup,eggs,escalope
Invoice2063;mineral water,whole wheat rice,escalope
Invoice2064;red wine,shrimp,spaghetti,mineral water,soup,milk,champagne
Invoice2065;rice,frozen smoothie
Invoice2066;frozen vegetables,chocolate,whole wheat rice
Invoice2067;mineral water,chocolate
Invoice2068;burgers
Invoice2069;eggs,french fries,energy drink
Invoice2070;almonds,eggs,cookies
Invoice2071;eggs,frozen smoothie,cottage cheese,low fat yogurt
Invoice2072;burgers
Invoice2073;cake,frozen smoothie
Invoice2074;eggs,french fries
Invoice2075;grated cheese,herb & pepper,mineral water,flax seed,pancakes,frozen smoothie,sandwich,hot dogs,brownies
Invoice2076;spaghetti,butter,eggs,cake,chocolate,french fries
Invoice2077;pancakes,french fries
Invoice2078;fresh tuna,herb & pepper,shrimp,frozen vegetables,chicken,chocolate,low fat yogurt
Invoice2079;french fries,cookies
Invoice2080;yogurt cake
Invoice2081;grated cheese
Invoice2082;spaghetti
Invoice2083;pepper,mineral water,chocolate,nonfat milk
Invoice2084;frozen vegetables,eggs,chocolate
Invoice2085;tomatoes,mineral water,soup,olive oil,bug spray
Invoice2086;burgers,red wine,frozen vegetables,chicken,frozen smoothie
Invoice2087;eggs
Invoice2088;red wine,ground beef,spaghetti,blueberries
Invoice2089;shrimp,frozen vegetables,tomatoes,cake,green tea,pancakes
Invoice2090;mineral water,milk,spinach,whole wheat rice,fresh bread
Invoice2091;ground beef,spaghetti
Invoice2092;strawberries
Invoice2093;barbecue sauce
Invoice2094;burgers,grated cheese,french fries
Invoice2095;vegetables mix,nonfat milk,pancakes
Invoice2096;burgers,shrimp,spaghetti,milk,french wine,cake,green beans,french fries
Invoice2097;cider,eggs
Invoice2098;burgers,eggs,french fries
Invoice2099;tomato sauce,mineral water
Invoice2100;frozen vegetables,spaghetti
Invoice2101;turkey,ham,red wine,shrimp,mineral water,chicken,pancakes,cake,white wine
Invoice2102;pancakes,cooking oil,chocolate
Invoice2103;burgers,spaghetti
Invoice2104;shrimp,frozen vegetables,spaghetti,mineral water,milk,strong cheese
Invoice2105;tomatoes,ground beef,meatballs,salmon,eggs,champagne,frozen smoothie,low fat yogurt,mint
Invoice2106;pepper,milk,light cream,chicken,chocolate,frozen smoothie,mushroom cream sauce
Invoice2107;turkey,pancakes,eggs
Invoice2108;green tea
Invoice2109;escalope
Invoice2110;turkey,ground beef,pepper,flax seed,bacon,salmon,pet food
Invoice2111;mineral water,cider
Invoice2112;french fries,tomato juice,fresh bread
Invoice2113;herb & pepper,tomato sauce,spaghetti,mineral water,avocado,milk,olive oil,bacon,pancakes,whole wheat rice,whole weat flour,cereals,french fries,frozen smoothie
Invoice2114;chocolate,pancakes
Invoice2115;burgers
Invoice2116;muffins
Invoice2117;frozen vegetables,cereals,chocolate,french fries,escalope,champagne,tomato juice
Invoice2118;mineral water,salmon
Invoice2119;milk,cake,cookies,mushroom cream sauce
Invoice2120;tomato sauce,champagne,green tea
Invoice2121;mineral water,tea,escalope,fresh bread,magazines
Invoice2122;ham,soup,honey
Invoice2123;turkey,tomatoes,spaghetti,mineral water,chocolate,milk,frozen smoothie,green tea
Invoice2124;shrimp,mineral water,milk,hand protein bar,tomato juice
Invoice2125;cookies,light mayo
Invoice2126;chocolate,french fries,cookies,shallot,low fat yogurt
Invoice2127;milk,brownies
Invoice2128;herb & pepper,milk,cider,cooking oil,hot dogs
Invoice2129;olive oil,light mayo
Invoice2130;tomatoes,ground beef,mineral water,olive oil,fromage blanc,honey,light cream,frozen smoothie,fresh bread
Invoice2131;turkey,mineral water,eggs,cake,french fries,yogurt cake
Invoice2132;french fries
Invoice2133;tomatoes,milk,chocolate,cookies,strawberries,fresh bread
Invoice2134;shrimp,frozen vegetables,olive oil,eggs,light mayo,low fat yogurt
Invoice2135;mineral water
Invoice2136;burgers,olive oil,honey,extra dark chocolate
Invoice2137;french fries
Invoice2138;ground beef,pasta,green tea
Invoice2139;spaghetti,chicken,honey,oatmeal,green tea,chocolate,french fries,frozen smoothie,cookies,mushroom cream sauce,magazines
Invoice2140;chocolate,oil,magazines
Invoice2141;burgers,tomatoes,french wine,eggs,french fries
Invoice2142;chocolate
Invoice2143;mineral water,whole wheat rice,pancakes,mayonnaise,low fat yogurt
Invoice2144;spaghetti,mineral water,olive oil,strong cheese,honey,cereals,chocolate
Invoice2145;mineral water,milk,cake,french fries,champagne,green tea
Invoice2146;honey
Invoice2147;grated cheese
Invoice2148;olive oil,almonds,green grapes,tomato juice,fresh bread
Invoice2149;milk,nonfat milk,muffins
Invoice2150;meatballs,tea,frozen smoothie,escalope,mushroom cream sauce,green tea
Invoice2151;milk,olive oil,french wine,ketchup
Invoice2152;spaghetti,mineral water,green tea
Invoice2153;cake
Invoice2154;milk,eggs,champagne
Invoice2155;shrimp,mineral water,chocolate,milk,soda,oatmeal,white wine
Invoice2156;flax seed,green tea
Invoice2157;ground beef,cake
Invoice2158;spaghetti,oil
Invoice2159;shrimp,eggs
Invoice2160;turkey,candy bars
Invoice2161;burgers
Invoice2162;spaghetti
Invoice2163;tomato sauce
Invoice2164;fresh tuna,tomatoes,spaghetti,chicken,cake,escalope
Invoice2165;ground beef,milk,energy bar,light cream
Invoice2166;french fries
Invoice2167;burgers,herb & pepper,red wine,milk,black tea,chicken,pancakes,eggs,cake,mint green tea
Invoice2168;turkey,tomatoes,salmon,frozen smoothie
Invoice2169;chocolate
Invoice2170;ham,shrimp,mineral water,cider
Invoice2171;chicken,cookies
Invoice2172;chocolate,shrimp,frozen vegetables,ground beef,spaghetti,mineral water
Invoice2173;butter,pancakes,chicken,frozen smoothie,low fat yogurt
Invoice2174;herb & pepper,milk,eggs,cereals,fresh bread,white wine,low fat yogurt
Invoice2175;fresh tuna,pancakes,whole wheat rice,chocolate,gluten free bar,melons,fresh bread,low fat yogurt
Invoice2176;eggs,soda,gluten free bar,white wine
Invoice2177;shrimp,milk,cake,bug spray,cooking oil,cereals,energy drink,salt
Invoice2178;shrimp,frozen vegetables,mineral water,milk,eggs,cake,gums,escalope,fresh bread
Invoice2179;cereals,green tea
Invoice2180;french wine,honey,light mayo
Invoice2181;turkey,spaghetti,mineral water,milk,chicken,eggs,cake,green tea
Invoice2182;escalope
Invoice2183;milk,cider,eggs,french fries,cookies,green tea
Invoice2184;turkey,burgers,chocolate,spaghetti,vegetables mix,bug spray,chicken,chili,green tea,strawberries,babies food,tomato juice,fresh bread
Invoice2185;eggs,french fries,low fat yogurt,honey
Invoice2186;mineral water,energy bar,chocolate,french fries,body spray,low fat yogurt
Invoice2187;ham,herb & pepper,pepper,champagne,white wine
Invoice2188;soup,fresh bread
Invoice2189;energy bar,honey,cake,low fat yogurt,green tea
Invoice2190;turkey,mineral water,butter,french wine,bacon,eggs,whole wheat rice,cooking oil,low fat yogurt
Invoice2191;burgers,grated cheese,herb & pepper,ground beef,chocolate,milk,cider,eggs,whole wheat rice,cake,oil,eggplant
Invoice2192;burgers,tomatoes,mineral water,eggs,french fries,strawberries,green tea
Invoice2193;ham,spaghetti
Invoice2194;burgers,frozen vegetables,tomatoes,eggs,cake,cooking oil
Invoice2195;mineral water,eggs,cake
Invoice2196;cookies
Invoice2197;turkey,shrimp,frozen vegetables,tomatoes,spaghetti,mineral water,soup,milk,olive oil,pancakes,chicken,chocolate,hot dogs,light mayo,tomato juice
Invoice2198;cottage cheese
Invoice2199;grated cheese,chocolate,french wine,chicken
Invoice2200;escalope
Invoice2201;grated cheese,frozen vegetables,ground beef,pepper,spaghetti,green tea
Invoice2202;chocolate,champagne,low fat yogurt
Invoice2203;mineral water,pancakes,whole wheat rice,candy bars
Invoice2204;soup,avocado,french fries,frozen smoothie,light mayo,tomato juice,green tea
Invoice2205;frozen vegetables,tomatoes,butter,eggs,cake,bug spray
Invoice2206;tomatoes,spaghetti,mineral water,milk,whole wheat rice,cake
Invoice2207;mineral water,low fat yogurt
Invoice2208;shrimp,spaghetti,milk,cider,eggs,french fries,pancakes,low fat yogurt
Invoice2209;cookies
Invoice2210;tomatoes,ground beef,flax seed,eggs,carrots,green tea,cookies,shallot
Invoice2211;candy bars
Invoice2212;ground beef,spaghetti,salmon
Invoice2213;turkey,frozen vegetables,ground beef,mineral water,chocolate,soup,milk
Invoice2214;milk,champagne,mushroom cream sauce
Invoice2215;butter,muffins,pancakes,oil,french fries,magazines
Invoice2216;mineral water,olive oil
Invoice2217;ham,ground beef,mineral water,low fat yogurt
Invoice2218;grated cheese
Invoice2219;green tea
Invoice2220;black tea,french wine,chocolate,french fries,shallot,brownies,pancakes,toothpaste
Invoice2221;burgers,spaghetti,milk,bacon,eggs,chocolate,french fries,cookies,green tea
Invoice2222;pickles,champagne
Invoice2223;mineral water,vegetables mix,eggs,cooking oil
Invoice2224;soup,milk
Invoice2225;green tea,frozen smoothie
Invoice2226;frozen vegetables,tomato sauce,mineral water,milk,olive oil,french fries
Invoice2227;french fries
Invoice2228;mineral water,soup,whole wheat rice
Invoice2229;escalope
Invoice2230;oil
Invoice2231;red wine,frozen vegetables
Invoice2232;milk,eggs,ham,french fries
Invoice2233;grated cheese,shrimp
Invoice2234;burgers,french fries,shallot,green tea
Invoice2235;cookies
Invoice2236;herb & pepper,shrimp,mineral water
Invoice2237;milk,butter,eggs,toothpaste
Invoice2238;cottage cheese
Invoice2239;spaghetti,chocolate,milk,eggs,cake,cooking oil
Invoice2240;cake
Invoice2241;burgers,shrimp,mineral water,milk,energy bar,rice,brownies,yogurt cake
Invoice2242;cookies,honey
Invoice2243;burgers,shrimp,spaghetti,french wine,chicken,green grapes,green tea,magazines,low fat yogurt
Invoice2244;cookies
Invoice2245;pickles,french fries,yogurt cake
Invoice2246;spaghetti,mineral water,milk,strong cheese,chocolate,champagne,frozen smoothie
Invoice2247;grated cheese,spaghetti,eggs
Invoice2248;herb & pepper,ground beef,spaghetti,mineral water,pancakes,tomato juice
Invoice2249;energy drink
Invoice2250;cookies
Invoice2251;escalope
Invoice2252;fresh tuna,shrimp,ground beef,olive oil,cookies,fresh bread
Invoice2253;frozen vegetables,mineral water
Invoice2254;chocolate,chicken,candy bars
Invoice2255;grated cheese,red wine,tomatoes,tomato sauce,spaghetti,mineral water,chocolate,almonds,fromage blanc,eggs,cake,blueberries,cooking oil
Invoice2256;milk
Invoice2257;burgers,fresh tuna,tomatoes,mineral water,meatballs,milk,french wine,cider,eggs,cake,cooking oil,hot dogs,green tea
Invoice2258;french wine,honey,whole wheat rice
Invoice2259;cottage cheese
Invoice2260;chocolate
Invoice2261;turkey,herb & pepper,shrimp,mineral water,eggs,gums,green tea,escalope
Invoice2262;cake,barbecue sauce,escalope
Invoice2263;green tea
Invoice2264;frozen vegetables,eggs,cake
Invoice2265;vegetables mix,eggs,escalope
Invoice2266;mineral water
Invoice2267;grated cheese,chicken,low fat yogurt
Invoice2268;red wine,tomatoes,mineral water,french wine,pancakes
Invoice2269;spaghetti,cake,light mayo,fresh bread
Invoice2270;pancakes,eggs
Invoice2271;red wine,french wine,salmon,french fries
Invoice2272;whole wheat pasta,ground beef,mineral water,soup,nonfat milk,pancakes,eggs
Invoice2273;cake,french fries
Invoice2274;burgers,milk,eggs,french fries
Invoice2275;salmon
Invoice2276;avocado,eggs,chicken,chocolate
Invoice2277;tomatoes,mineral water,pancakes
Invoice2278;dessert wine,herb & pepper,pepper,yogurt cake,fresh bread,green tea
Invoice2279;ground beef,mineral water,eggs,yogurt cake
Invoice2280;ground beef,milk,cake
Invoice2281;spaghetti,eggs,french fries
Invoice2282;chocolate,tomatoes,mineral water,cake,green tea
Invoice2283;eggs
Invoice2284;meatballs,eggplant
Invoice2285;meatballs,black tea,eggs
Invoice2286;pepper,spaghetti,strong cheese
Invoice2287;fresh tuna,red wine,spaghetti,mineral water,soup,bacon,pancakes,eggs,cooking oil
Invoice2288;green tea
Invoice2289;chocolate,spaghetti,mineral water,milk,salmon,green tea,escalope,mushroom cream sauce
Invoice2290;mineral water,soup,avocado,green tea
Invoice2291;turkey,red wine,frozen vegetables,ground beef,pancakes,pet food,protein bar
